"Data from Steven Cook (steven.cook2@gmail.com), supported by the Emmons Lab, Albert Einstein College of Medicine",,,,
idx,pre,post,sections,type
2983,ASGL,AIBL,7,chemical
2984,AIML,ASGL,1,chemical
2985,AIML,CEHVL,1,chemical
2986,ASER,ADLL,2,chemical
2987,ASER,AIAL,2,chemical
2988,AIZL,AIAL,1,chemical
2989,AIZL,AIBL,1,chemical
2990,AIZL,AWCR,1,chemical
2991,ASIL,ASER,2,chemical
2992,ASIL,AIAL,2,chemical
2993,AIAL,AIBL,2,chemical
2994,AIAL,ASER,2,chemical
2995,AWBL,AIZL,2,chemical
2996,AWBL,AIAL,2,chemical
2997,ASEL,AIAL,2,chemical
2998,ASEL,AIBL,2,chemical
2999,AIAL,ASER,2,chemical
3000,AIAL,AIBL,2,chemical
3001,ASEL,AIAL,2,chemical
3002,ASEL,AIBL,2,chemical
3003,ASER,AIAL,2,chemical
3004,ASER,AIBL,2,chemical
3005,ASER,AIAL,1,chemical
3006,AIZL,AIAL,4,chemical
3007,AIZL,AIBL,4,chemical
3008,AIZL,AWCR,1,chemical
3009,AIZL,AIAL,1,chemical
3010,AIZL,AIBL,1,chemical
3011,AIAL,AWCR,1,chemical
3012,AIAL,AIBL,1,chemical
3013,PVQR,ASJL,1,chemical
3014,PVQR,AIAL,1,chemical
3015,AIAL,ASJL,1,chemical
3016,AIAL,AIBL,1,chemical
3017,AIAL,AWCL,1,chemical
3018,AWCL,AIAL,1,chemical
3019,AWCL,AIBL,1,chemical
3020,AWCR,AIAL,1,chemical
3021,AIAL,ASKL,1,chemical
3022,AIAL,PVQL,1,chemical
3023,ASER,AIAL,1,chemical
3024,ASIR,AIAR,1,chemical
3025,ASIR,AIAL,1,chemical
3026,AIAL,AIBL,1,chemical
3027,AIAR,AIBR,1,chemical
3028,AIAR,ADLR,1,chemical
3029,AIMR,ASGR,2,chemical
3030,AIMR,AIAR,2,chemical
3031,ASGR,AIBR,1,chemical
3032,ASGR,AIAR,1,chemical
3033,PVQR,AIAR,1,chemical
3034,ASHR,AIAR,1,chemical
3035,ASHR,AVDL,3,chemical
3036,ASHR,AIBR,3,chemical
3037,ASHR,AIAR,3,chemical
3038,AIAR,ASGR,2,chemical
3039,ASGR,AIBR,1,chemical
3040,ASGR,AIAR,1,chemical
3041,ASGR,ASER,2,chemical
3042,ASGR,AIAR,2,chemical
3043,ASGR,AIBR,2,chemical
3044,AIAR,ASER,2,chemical
3045,AIAR,AIBR,2,chemical
3046,AIAR,ASER,1,chemical
3047,AIAR,AIBR,1,chemical
3048,ASGR,AIBR,1,chemical
3049,ASGR,AIAR,1,chemical
3050,ASGR,ASER,1,chemical
3051,ASGR,AIBR,1,chemical
3052,ASGR,AIAR,1,chemical
3053,AIAR,AWCL,2,chemical
3054,AIAR,ASIR,2,chemical
3055,AIAR,AWCR,2,chemical
3056,AIAR,AIBR,1,chemical
3057,AIAR,AWCR,1,chemical
3058,AWCR,ASIR,2,chemical
3059,AWCR,AIAR,2,chemical
3060,AIZR,AIAR,1,chemical
3061,AIZR,AIBR,1,chemical
3062,AIZR,AWCR,1,chemical
3063,AWAR,AIAR,1,chemical
3064,AWAR,ASGR,1,chemical
3065,AIZR,AIAR,1,chemical
3066,AIZR,AIBR,1,chemical
3067,AIZR,AWCR,1,chemical
3068,AIAR,AWAR,2,chemical
3069,AIAR,ASER,2,chemical
3070,AIAR,AIBR,2,chemical
3071,ASER,AIAR,1,chemical
3072,AIZR,ASER,1,chemical
3073,AIZR,AIAR,1,chemical
3074,AIZR,ASER,1,chemical
3075,AIZR,AIAR,1,chemical
3076,AWCR,AIAR,3,chemical
3077,ASER,AIBR,2,chemical
3078,ASER,AIAR,2,chemical
3079,AIZR,AIBR,1,chemical
3080,AIZR,AIAR,1,chemical
3081,AIAR,AIZR,2,chemical
3082,AIAR,AIBR,2,chemical
3083,AWCL,AIAR,2,chemical
3084,AWAR,AIZR,1,chemical
3085,AWAR,AIAR,1,chemical
3086,ASER,AIBR,1,chemical
3087,ASER,AIAR,1,chemical
3088,ASER,AWCL,1,chemical
3089,ADLR,AIBR,1,chemical
3090,ADLR,AIAR,1,chemical
3091,AIAR,AIBR,1,chemical
3092,AIAR,AWCL,1,chemical
3093,AWCL,AIAR,1,chemical
3094,AWCL,AIBR,1,chemical
3095,ASIR,AIAR,1,chemical
3096,ASIR,AIBR,1,chemical
3097,AIAR,AIBR,1,chemical
3098,AIAR,AWAR,1,chemical
3099,AIAR,AWAR,1,chemical
3100,AIAR,AWCL,2,chemical
3101,AIAR,AIBR,2,chemical
3102,AWCR,AIBR,2,chemical
3103,AWCR,AIAR,2,chemical
3104,ASKR,AIAR,5,chemical
3105,ASKR,AIAL,1,chemical
3106,ASKR,AIAR,1,chemical
3107,AIAR,ADLR,1,chemical
3108,AIBL,SMDDR,2,chemical
3109,AIBL,RIMR,2,chemical
3110,AIBL,RIMR,1,chemical
3111,AIBL,SAADR,1,chemical
3112,AIBL,AVEL,1,chemical
3113,AIBL,RIMR,2,chemical
3114,AIBL,SAADR,2,chemical
3115,DVC,AIBL,3,chemical
3116,DVC,RIGR,3,chemical
3117,AIBL,RIMR,2,chemical
3118,AIBL,SAADR,2,chemical
3119,AIBL,RIGR,2,chemical
3120,AIBL,RIGR,2,chemical
3121,AIBL,SAADR,2,chemical
3122,AIBL,RIMR,2,chemical
3123,BAGL,RIGR,1,chemical
3124,BAGL,AIBL,1,chemical
3125,BAGL,AIBL,1,chemical
3126,AIBL,RIGR,1,chemical
3127,AIBL,AVBL,1,chemical
3128,RIAR,SMBVR,2,chemical
3129,RIAR,SMBDR,2,chemical
3130,ASHR,ADLR,2,chemical
3131,ASHR,SMBVR,2,chemical
3132,ASHR,AVDL,2,chemical
3133,RIFR,ASHR,1,chemical
3134,RIFR,AVBR,1,chemical
3135,RIFR,AVBR,2,chemical
3136,PVCL,ASHR,2,chemical
3137,PVCL,SMBVR,2,chemical
3138,ASHR,PVCL,1,chemical
3139,ASHR,AVDL,1,chemical
3140,AIBL,RIMR,3,chemical
3141,AIBL,RIBR,3,chemical
3142,AIBL,AVBL,6,chemical
3143,AIBL,RIMR,6,chemical
3144,AIBL,RIBR,1,chemical
3145,AIBL,RIMR,1,chemical
3146,AIBL,AVBL,5,chemical
3147,AIBL,RIBR,5,chemical
3148,AIBL,SIAVR,2,chemical
3149,AIBL,RIBR,2,chemical
3150,AIBL,AVBL,2,chemical
3151,RIMR,AIBL,4,chemical
3152,RIMR,RIBR,4,chemical
3153,RIMR,AIBL,1,chemical
3154,RMGR,SAADL,1,chemical
3155,RMGR,SMBVR,1,chemical
3156,AIBL,SIADR,2,chemical
3157,AIBL,RIBR,2,chemical
3158,AIBL,RIMR,2,chemical
3159,SMBVR,vBWMR8,1,chemical
3160,SMBVR,vBWMR8,1,chemical
3161,DROP-unk,RMHR,1,chemical
3162,DROP-unk,AIBL,1,chemical
3163,DROP-unk,AVER,2,chemical
3164,DROP-unk,AIBL,2,chemical
3165,DROP-unk,SAADL,2,chemical
3166,AIBL,SAADL,3,chemical
3167,AIBL,RIMR,3,chemical
3168,AIBL,SAAVL,3,chemical
3169,AIBL,SIBDR,3,chemical
3170,AIBL,AVAL,1,chemical
3171,AIBL,IL2DR,1,chemical
3172,AIBL,RIMR,1,chemical
3173,SMBVR,vBWMR8,1,chemical
3174,SMBVR,dBWMR4,1,chemical
3175,AIBL,RMFR,2,chemical
3176,AIBL,SAADL,2,chemical
3177,AIBL,RIMR,2,chemical
3178,RIBR,AIBL,1,chemical
3179,RIBR,AVER,1,chemical
3180,RMDL,SMBVR,1,chemical
3181,RMDL,vBWMR4,1,chemical
3182,AIBL,RIBR,2,chemical
3183,RMDL,SMBVR,1,chemical
3184,AIBL,RIBR,1,chemical
3185,RIBR,AIBL,2,chemical
3186,RIBR,RIGR,2,chemical
3187,RIBR,AVER,2,chemical
3188,SMBVR,RMDR,1,chemical
3189,SAADL,RIMR,1,chemical
3190,SAADL,AIBL,1,chemical
3191,SAADL,RMFR,1,chemical
3192,AIBL,RIMR,1,chemical
3193,AIBL,SAADL,1,chemical
3194,AIBL,RMFR,1,chemical
3195,SAADR,AIBL,1,chemical
3196,SAADR,RIMR,1,chemical
3197,URXR,RMDR,3,chemical
3198,URXR,SMBVR,3,chemical
3199,SMBVR,vBWMR4,2,chemical
3200,SMBVR,RMDR,2,chemical
3201,SMBVR,RMDL,2,chemical
3202,AIZR,AIBL,1,chemical
3203,AIZR,ADFR,1,chemical
3204,SMBVR,RMGR,2,chemical
3205,SMBVR,vBWMR4,2,chemical
3206,AWAR,ASIL,2,chemical
3207,AWAR,AFDR,2,chemical
3208,ASIL,ASER,1,chemical
3209,ASKL,AIBL,1,chemical
3210,ASKL,AIAL,1,chemical
3211,ASKL,AIBL,1,chemical
3212,ASKL,AIAL,1,chemical
3213,ASKL,AIBL,3,chemical
3214,ASKL,AIAL,3,chemical
3215,ASKL,ASER,3,chemical
3216,ASKL,AIAL,1,chemical
3217,ASKL,AIBL,1,chemical
3218,PVQL,AIAL,4,chemical
3219,PVQL,ASKL,4,chemical
3220,ASJL,PVQL,1,chemical
3221,ASJL,ASKL,1,chemical
3222,ASJL,PVQL,4,chemical
3223,ASJL,ASKL,4,chemical
3224,ASEL,AIYL,1,chemical
3225,ASEL,AIBL,1,chemical
3226,AWCL,AIYL,1,chemical
3227,AWCL,AIBL,1,chemical
3228,AWCL,AIYL,2,chemical
3229,AWCL,AIBL,2,chemical
3230,ASEL,AIBL,2,chemical
3231,ASEL,AIYL,2,chemical
3232,AIYL,AIBL,1,chemical
3233,AIYL,AWCL,1,chemical
3234,AWCR,AWCL,1,chemical
3235,AWCR,AIBL,1,chemical
3236,AIAL,AIBL,5,chemical
3237,AIAL,ASEL,5,chemical
3238,AIAL,AWCR,5,chemical
3239,AIAL,ASER,5,chemical
3240,DROP-unk,AIBL,2,chemical
3241,DROP-unk,ASER,2,chemical
3242,DROP-unk,ADLL,2,chemical
3243,SMDDL,SIBVL,1,chemical
3245,HSNR,ASHL,2,chemical
3246,HSNR,AIBL,2,chemical
3247,HSNR,AIAL,2,chemical
3248,SIBVL,RMGR,1,chemical
3249,SIBVL,ALNR,1,chemical
3250,SIBVL,SMDDL,1,chemical
3251,ASHL,AVDR,2,chemical
3252,ASHL,AIBL,2,chemical
3253,ASHL,AIAL,2,chemical
3254,SMDDL,RIML,1,chemical
3255,SMDDL,RMDL,1,chemical
3256,SMDDL,RIML,1,chemical
3257,SMDDL,dBWMR4,1,chemical
3258,AWCL,AWCR,2,chemical
3259,AWCL,AIBL,2,chemical
3260,AWCR,ASER,2,chemical
3261,AWCR,AIBL,2,chemical
3262,AWCR,AWCL,2,chemical
3263,RIML,RMDR,3,chemical
3264,RIML,SMDDL,3,chemical
3265,URYDR,SMDDL,3,chemical
3266,URYDR,CEPDR,3,chemical
3267,URYDR,SMDVR,3,chemical
3268,AFDL,ASER,1,chemical
3269,AFDL,AIBL,1,chemical
3270,AFDL,ASEL,1,chemical
3271,AFDL,AWBL,1,chemical
3272,RIBR,AVEL,2,chemical
3273,RIBR,SMDDL,2,chemical
3274,RIBR,SMDVR,2,chemical
3275,RIAL,SMDDL,2,chemical
3276,SMDDL,RIAR,1,chemical
3277,SMDDL,RIAR,1,chemical
3278,SMDDL,RIAR,1,chemical
3279,SMDDL,RIAR,3,chemical
3280,SMDDL,SMDVR,3,chemical
3281,SMDDL,RIAR,1,chemical
3282,RIAR,SMDDL,2,chemical
3283,RIAL,SMDVR,2,chemical
3284,RIAL,SMDDL,2,chemical
3285,RIAL,RIAR,2,chemical
3286,SMDDL,RMDR,1,chemical
3287,SMDDL,RIAL,1,chemical
3288,RIAR,SMDVR,1,chemical
3289,SMDDL,SMDVR,1,chemical
3290,SMDDL,SMDVR,3,chemical
3291,SMDDL,RIAL,3,chemical
3292,RIAL,SMDDR,1,chemical
3293,RIAL,SMDDL,1,chemical
3294,SMDDL,dBWMR1,3,chemical
3295,SMDDL,RIAR,1,chemical
3296,SMDDL,SMDVR,1,chemical
3297,SMDDL,RIAR,1,chemical
3298,RIAR,SMDVR,1,chemical
3299,SMDDL,RIAL,1,chemical
3300,ASHL,ASKL,1,chemical
3301,ASHL,AIBL,1,chemical
3302,SMDDL,RIAL,1,chemical
3303,SMDDL,RIAL,1,chemical
3304,AIBR,RIML,1,chemical
3305,AIBR,RICR,1,chemical
3306,AIBR,RIML,4,chemical
3307,AIBR,SMDDL,4,chemical
3308,AIBR,RIML,1,chemical
3309,AIBR,SMDDL,1,chemical
3310,RICL,SMDDL,1,chemical
3311,RICL,syn3,1,chemical
3312,RIAR,SMDDL,1,chemical
3313,RIAR,SIAVL,1,chemical
3314,RIAR,SMDDL,1,chemical
3315,RIAR,SIAVL,1,chemical
3316,RIAR,SMDDL,1,chemical
3317,RIAR,SIAVL,1,chemical
3318,SMDDL,RIMR,1,chemical
3319,SMDDL,SAAVR,1,chemical
3320,RIAR,SMDDL,1,chemical
3321,RMHR,RMHL,3,chemical
3322,RMHR,SMDDL,3,chemical
3323,RMHR,AIBR,3,chemical
3324,syn6,SMDDL,1,chemical
3325,RIAR,SMDDL,2,chemical
3326,RIAR,SMDVL,2,chemical
3327,RIAR,SMDDL,1,chemical
3328,SMDDR,SMDDL,1,chemical
3329,SMDDR,RIS,1,chemical
3330,SMDDR,SMDDL,1,chemical
3331,PVPR,AVBR,1,chemical
3332,PVPR,PVCL,1,chemical
3333,RIAR,SMDDL,1,chemical
3334,SMDDL,dBWML1,1,chemical
3335,SMDDL,dBWML1,1,chemical
3336,SMDDL,dBWML1,1,chemical
3337,OLLL,SMDDL,1,chemical
3338,OLLL,RIBL,1,chemical
3339,URYDL,SMDDL,1,chemical
3340,URYDL,OLLL,1,chemical
3341,URYDL,SMDDL,1,chemical
3342,SMDDL,RMEV,1,chemical
3343,SMDDL,dBWML2,1,chemical
3344,SMDDL,dBWML2,1,chemical
3345,SMDVL,dBWML1,1,chemical
3346,RMEV,dBWML1,1,chemical
3347,AVKL,RIML,1,chemical
3348,SMDDL,dBWML7,1,chemical
3349,SMDDL,dBWML1,1,chemical
3350,OLLL,SMDDL,1,chemical
3351,OLLL,SMDDL,1,chemical
3352,OLLL,SMDDL,2,chemical
3353,OLLL,OLLL,2,chemical
3354,OLLL,SMDDL,2,chemical
3355,OLLL,OLLL,2,chemical
3356,SMDDL,SMDDR,1,chemical
3357,SMDDL,dBWML2,1,chemical
3358,RIMR,SMDDR,1,chemical
3359,RIMR,dBWML5,1,chemical
3360,SMDDR,dBWML5,2,chemical
3361,SMDDR,dBWML5,1,chemical
3362,RIMR,SMDDR,1,chemical
3363,RIMR,dBWML5,1,chemical
3364,SMDDR,RMDR,1,chemical
3365,SMDDR,dBWML5,1,chemical
3366,SMDDR,dBWML5,1,chemical
3367,RIMR,RIS,1,chemical
3368,RIMR,SMDDR,1,chemical
3369,RIAR,SMDDR,1,chemical
3370,SMDDR,RIAR,1,chemical
3371,RMDL,SMDDR,1,chemical
3372,SMDDR,RIAL,1,chemical
3373,RIAL,SMDDR,1,chemical
3374,RIAL,SMDVL,1,chemical
3375,RIAL,RMDL,2,chemical
3376,RIAL,SMDDR,2,chemical
3377,RIAL,RIAR,2,chemical
3378,RIAL,RIBL,1,chemical
3379,RIAL,SMDDR,1,chemical
3380,RIAR,SMDDR,1,chemical
3381,SMDDR,dBWML2,2,chemical
3382,SMDDR,dBWML6,1,chemical
3383,SMDDR,dBWML6,1,chemical
3384,SMDDR,dBWML2,1,chemical
3385,URYDL,SMDDR,3,chemical
3386,SMDDR,RIAL,2,chemical
3387,SMDDR,RIAL,1,chemical
3388,SMDDR,RIAR,1,chemical
3389,SMDDR,RIAL,1,chemical
3390,OLLL,SMDDR,2,chemical
3391,OLLL,SMDDR,2,chemical
3392,SMDDR,RIS,1,chemical
3393,SMDDR,RIBL,1,chemical
3394,SMDDR,RIMR,1,chemical
3395,SMDDR,SMDVL,1,chemical
3396,RIAL,SMDDR,1,chemical
3397,RIAL,CEPDL,1,chemical
3398,RIAL,SMDDR,1,chemical
3399,OLLL,SMDDR,1,chemical
3400,OLLL,SMDDR,1,chemical
3401,OLLL,SMDDR,1,chemical
3402,OLLL,SMDDR,1,chemical
3403,SMDDR,SMDVL,1,chemical
3404,AIZR,SMDDR,1,chemical
3405,SMDDR,RIAR,1,chemical
3406,AIZR,SMDDR,3,chemical
3407,AIZR,RIMR,3,chemical
3408,AIZR,AIBL,3,chemical
3409,RIML,SMDDR,1,chemical
3410,RIML,SMDDR,1,chemical
3411,RIML,RIMR,1,chemical
3412,RIVL,SMDDR,1,chemical
3413,RIMR,SMDDR,2,chemical
3414,RIMR,SAAVL,2,chemical
3415,RIMR,RMFR,2,chemical
3416,RIMR,SMDDR,1,chemical
3417,RIMR,SAAVL,1,chemical
3418,AIBL,RIMR,1,chemical
3419,SMDDR,RMED,1,chemical
3420,SMDDR,SMDVL,1,chemical
3421,SMDDR,RMED,1,chemical
3422,SMDDR,vBWMR2,1,chemical
3423,SMDDR,vBWMR6,1,chemical
3424,SMDDR,vBWMR2,1,chemical
3425,SMDDR,vBWMR6,1,chemical
3426,RIS,RMEV,1,chemical
3427,RIS,SMDDR,1,chemical
3428,SMDDR,vBWMR2,1,chemical
3429,SMDDR,RMED,3,chemical
3430,SMDDR,vBWMR2,3,chemical
3431,SMDDR,vBWML2,3,chemical
3432,SMDVL,RIBR,1,chemical
3433,SMDVL,SMDDR,1,chemical
3434,SAAVL,RMFR,1,chemical
3435,SAAVL,RIMR,1,chemical
3436,SAAVL,SMDDR,1,chemical
3437,SAAVL,RIMR,1,chemical
3438,SAAVL,SMDDR,1,chemical
3439,RIAL,SMDDR,1,chemical
3440,RIAL,SMDVL,1,chemical
3441,RIML,SMDDR,1,chemical
3442,RIML,RMFR,1,chemical
3443,SMDDR,RIVL,1,chemical
3444,RIAL,SMDDR,1,chemical
3445,RIAL,SMDVR,1,chemical
3446,RIAL,SMDDR,1,chemical
3447,RIAL,SMDVR,1,chemical
3448,RIAL,SMDDR,1,chemical
3449,RIAL,SMDDR,1,chemical
3450,RIAL,SMDDR,1,chemical
3451,RIAL,SMDVR,1,chemical
3452,RIAL,SMDVL,2,chemical
3453,RIAL,SMDDR,2,chemical
3454,RIVL,SMDVL,2,chemical
3455,SMDVL,RIVL,1,chemical
3456,SMDVL,IL2L,1,chemical
3457,AIBR,SMDVL,1,chemical
3458,AIBR,SMDVL,1,chemical
3459,RICR,SMDVL,1,chemical
3460,AIZL,RIML,1,chemical
3461,AIZL,AIBR,1,chemical
3462,AIBR,RIML,1,chemical
3463,AIBR,SMDVL,1,chemical
3464,RIML,SMDVL,1,chemical
3465,RMFL,SMDVL,1,chemical
3466,RMFL,RIS,1,chemical
3467,RMFL,RMDR,1,chemical
3468,RIAR,SMDVL,2,chemical
3469,RIAR,SMDVL,2,chemical
3470,RIAR,RMDR,2,chemical
3471,RIAR,SIADR,2,chemical
3472,RIAR,SMDVL,2,chemical
3473,RIAR,SMDVL,1,chemical
3474,RIAR,SMDVL,1,chemical
3475,RIAR,SMDVL,1,chemical
3476,RIAR,SMDVL,1,chemical
3477,SAADR,RIMR,1,chemical
3478,RICR,AVKR,1,chemical
3479,RICR,RIMR,1,chemical
3480,RICR,SMDVL,2,chemical
3481,RICR,SMDDL,2,chemical
3482,SAADR,RIMR,2,chemical
3483,SAADR,SMDVL,2,chemical
3484,SMDVL,RIAR,1,chemical
3485,SMDVL,SMDVR,2,chemical
3486,SMDVL,SIADR,1,chemical
3487,SMDVL,RIAR,1,chemical
3488,SMDVL,RIAR,1,chemical
3489,SMDVL,SMDDR,1,chemical
3490,SMDVL,RIAR,1,chemical
3491,RIAL,SMDVL,1,chemical
3492,RIAR,SMDVL,1,chemical
3493,RIAL,RIAR,1,chemical
3494,RIAL,SMDVL,1,chemical
3495,SMDVL,dBWML2,1,chemical
3496,SMDVL,dBWML2,1,chemical
3497,SMDVL,RMEV,1,chemical
3498,SMDVL,dBWML2,1,chemical
3499,SMDVL,dBWML1,1,chemical
3500,SMDVL,dBWML1,1,chemical
3501,SAADR,SMDVL,1,chemical
3502,SAADR,RIMR,1,chemical
3503,ADFL,RIVL,1,chemical
3504,ADFL,SMDVL,1,chemical
3505,SMDVL,RIAL,1,chemical
3506,ASIL,SAAVL,1,chemical
3507,ASIL,RIAL,1,chemical
3508,ASIL,SAAVL,1,chemical
3509,ASIL,RIAL,1,chemical
3510,ASIL,RIAL,1,chemical
3511,CEPVL,vBWML7,1,chemical
3512,CEPVL,SMBVL,1,chemical
3513,SMBVL,vBWML6,1,chemical
3514,RIAR,SIAVL,1,chemical
3515,RIAR,RMDVR,1,chemical
3516,SMBVL,vBWML6,1,chemical
3517,SMBVL,vBWML6,1,chemical
3518,SMBVL,RMEV,1,chemical
3519,SMBVL,vBWML6,1,chemical
3520,SMBVL,vBWML7,1,chemical
3521,SMBVL,RMDVR,1,chemical
3522,SMBVL,vBWML6,1,chemical
3523,IL1L,syn6,1,chemical
3524,IL1L,URBL,1,chemical
3525,URBL,IL1L,1,chemical
3526,URBL,URXL,1,chemical
3527,URBL,RMHR,1,chemical
3528,OLQVL,RICL,2,chemical
3529,OLQVL,RMHL,2,chemical
3530,SAADR,syn3,6,chemical
3531,SAADR,RIMR,6,chemical
3532,SAADR,syn3,1,chemical
3533,SAADR,RIMR,1,chemical
3534,SAADR,syn3,1,chemical
3535,SAADR,RIMR,1,chemical
3536,SAADR,syn3,1,chemical
3537,SAADR,RIMR,1,chemical
3538,AFDL,AWBL,1,chemical
3539,IL2L,OLQDL,1,chemical
3540,AFDL,AWBL,2,chemical
3541,AIMR,RMGR,2,chemical
3542,AIMR,RMGR,2,chemical
3543,AIMR,HSNR,2,chemical
3544,HSNR,HSNL,1,chemical
3545,HSNL,ADLR,1,chemical
3546,HSNL,RMGR,1,chemical
3547,ADER,AVER,2,chemical
3548,ADER,seamR,2,chemical
3549,IL2R,AVER,1,chemical
3550,AVER,RMGR,1,chemical
3551,RMGR,RMDR,2,chemical
3552,RMGR,AVER,2,chemical
3553,ASHR,AVER,1,chemical
3554,ASHR,RMGR,1,chemical
3555,ASHR,AVER,1,chemical
3556,ASHR,RMGR,1,chemical
3557,AVER,URXR,1,chemical
3558,RMGR,AVER,2,chemical
3559,RMGR,URXR,2,chemical
3560,RMGR,IL2R,2,chemical
3561,ASHR,AVER,2,chemical
3562,ASHR,RMGR,2,chemical
3563,RMGR,RIR,1,chemical
3564,RMGR,ASHR,1,chemical
3565,ASHR,RMGR,1,chemical
3566,ASHR,AVER,1,chemical
3567,ASHR,RMGR,1,chemical
3568,RMGR,ALNR,1,chemical
3569,RMGR,AVBR,2,chemical
3570,RMGR,AVJL,2,chemical
3571,RMGR,AVBR,1,chemical
3572,RMGR,AVJL,1,chemical
3573,URXR,RMGR,1,chemical
3574,URXR,RMGR,1,chemical
3575,URXR,RMGR,1,chemical
3576,RMGR,SAADL,2,chemical
3577,RMGR,RMDL,3,chemical
3578,RMGR,RMDVR,3,chemical
3579,RMGR,RMDR,2,chemical
3580,RMGR,RMDL,2,chemical
3581,RMGR,RMDVR,2,chemical
3582,RMGR,RMDVR,3,chemical
3583,RMGR,RMDL,3,chemical
3584,RMGR,RIGR,1,chemical
3585,RMGR,RIGR,1,chemical
3586,RMGR,RMDL,8,chemical
3587,RMGR,RMDVR,8,chemical
3588,RMGR,dBWMR5,1,chemical
3589,RMGR,dBWMR5,1,chemical
3590,RMGR,dBWMR5,1,chemical
3591,RMGR,RMDVR,3,chemical
3592,RMGR,RMDL,3,chemical
3593,AVFR,syn6,1,chemical
3594,AVEL,ALML,1,chemical
3595,AVEL,syn6,1,chemical
3596,ALML,RICR,1,chemical
3597,ALML,syn6,1,chemical
3598,AVEL,syn6,1,chemical
3599,syn6,AVEL,1,chemical
3600,syn6,URXL,1,chemical
3601,syn6,AVEL,1,chemical
3602,syn6,URXL,1,chemical
3603,RIR,ASHL,1,chemical
3604,RIR,syn6,1,chemical
3605,CEPDL,SIADR,2,chemical
3606,CEPDL,syn6,2,chemical
3607,CEPDL,SIBVR,2,chemical
3608,ALNL,RMDDR,1,chemical
3609,ALNL,syn6,1,chemical
3610,syn6,SIBDL,2,chemical
3611,syn6,SIBVR,2,chemical
3612,syn6,SIBDL,1,chemical
3613,syn6,SIBVR,1,chemical
3614,SAADR,syn6,1,chemical
3615,URXL,syn6,1,chemical
3616,syn6,ADAL,1,chemical
3617,syn6,AIBR,2,chemical
3618,syn6,SIADL,2,chemical
3619,syn6,RMDR,2,chemical
3620,syn6,SIBDL,2,chemical
3621,RICR,syn6,1,chemical
3622,RICR,RICL,1,chemical
3623,syn6,AVAL,1,chemical
3624,syn6,RMDVL,2,chemical
3625,syn6,RMDR,2,chemical
3626,syn6,RMHL,1,chemical
3627,syn6,RMDVL,1,chemical
3628,syn6,RMDR,1,chemical
3629,syn6,SAADL,1,chemical
3630,syn6,RIVR,1,chemical
3631,syn6,RMDVL,3,chemical
3632,syn6,RMDR,3,chemical
3633,syn6,RMDR,5,chemical
3634,syn6,RMDVL,5,chemical
3635,syn6,RMDR,2,chemical
3636,syn6,RMDVL,2,chemical
3637,RMGL,CEPDL,1,chemical
3638,RMGL,RMDL,1,chemical
3639,CEPDL,RMHR,1,chemical
3640,CEPDL,RMHR,1,chemical
3641,CEPDL,syn6,1,chemical
3642,syn6,RMDR,1,chemical
3643,ALML,syn6,2,chemical
3644,ALML,AVEL,2,chemical
3645,syn6,RMDVL,1,chemical
3646,syn6,AVAL,1,chemical
3647,syn6,SIAVL,1,chemical
3648,RMGL,RMDL,1,chemical
3649,RMGL,RMDDR,1,chemical
3650,RMGL,dBWML4,1,chemical
3651,RMGL,dBWML4,1,chemical
3652,RMHR,RMDL,2,chemical
3653,RMHR,RMGL,2,chemical
3654,RMGL,dBWML5,1,chemical
3655,RMGL,dBWML4,1,chemical
3656,RMGL,dBWML4,1,chemical
3657,RMGL,RMHR,1,chemical
3658,RMHR,RMGL,3,chemical
3659,RMHR,dBWML4,3,chemical
3660,RMHR,dBWML5,3,chemical
3661,RMGL,dBWML4,1,chemical
3662,RMGL,RMHR,1,chemical
3663,RMHR,RMGL,1,chemical
3664,RMHR,dBWML4,1,chemical
3665,RMHR,RMGL,1,chemical
3666,RMHR,dBWML4,1,chemical
3667,RMGL,dBWML4,2,chemical
3668,RMGL,RMHR,2,chemical
3669,DVC,RMFR,1,chemical
3670,PVT,RMFR,1,chemical
3671,RMFR,AVKR,2,chemical
3672,PVT,RMFR,3,chemical
3673,RMFR,AVKR,2,chemical
3674,RMFR,RMDR,1,chemical
3675,RMFR,RMDL,1,chemical
3676,RMFR,AVKL,1,chemical
3677,DVC,RMFL,5,chemical
3678,DVC,RIGL,5,chemical
3679,RMFR,RMDL,1,chemical
3680,RMFR,AVKR,1,chemical
3681,RMDL,AVKR,1,chemical
3682,RMDL,RMFR,1,chemical
3683,RMFR,AVKL,2,chemical
3684,RMFR,AVKR,2,chemical
3685,RMFR,RMDL,2,chemical
3686,RMFR,RMDL,2,chemical
3687,RMFR,AVKL,2,chemical
3688,SDQL,syn3,2,chemical
3689,SDQL,RMFL,2,chemical
3690,RIML,VB01,2,chemical
3691,RIML,RMFL,2,chemical
3692,RMFL,SAAVR,1,chemical
3693,RMFL,RIMR,1,chemical
3694,RIMR,RMFL,1,chemical
3695,RIMR,SAAVR,1,chemical
3696,RMFL,RIMR,1,chemical
3697,DVC,RIGL,2,chemical
3698,DVC,RMFL,2,chemical
3699,SAADR,RMFL,2,chemical
3700,SAADR,RIML,2,chemical
3701,PVT,AIBR,3,chemical
3702,PVT,RMFL,3,chemical
3703,SAADR,RIML,5,chemical
3704,SAADR,syn3,5,chemical
3705,RIGL,AIBR,1,chemical
